TypeName,Inches,ScreenResolution,Cpu,Ram,OpSys,Weight,TouchScreen,HDD,SSD,SSHD,FStorage,Price
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.1,No,500,0,0,0,63536
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.18,No,1000,0,0,0,57816
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.24,No,1000,0,0,0,49720
2 in 1 Convertible,15.6,1920x1080,Intel i5,8,Windows 10,2.67,Yes,0,256,0,0,70312
2 in 1 Convertible,13.3,1920x1080,Intel i7,8,Windows 10,1.1,Yes,0,1000,0,0,131912
Notebook,15.6,1920x1080,Intel i5,4,No OS,2.2,No,1000,0,0,0,41096
Notebook,17.3,1920x1080,Intel i7,8,Windows 10,2.5,No,1000,0,0,0,89584
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.05,No,0,256,0,0,77440
Ultrabook,13.3,2560x1600,Intel i5,8,macOS,1.37,No,0,512,0,0,172383
Gaming,17.3,1920x1080,AMD Ryzen,16,Windows 10,3.2,No,1000,256,0,0,136312
Notebook,15.6,1920x1080,Intel i7,8,Linux,2.14,No,0,256,0,0,64686
2 in 1 Convertible,14.0,2560x1440,Intel i7,16,Windows 10,1.36,Yes,0,512,0,0,219912
Notebook,15.6,1366x768,Intel i7,8,Windows 10,2.2,No,500,0,0,0,71456
Notebook,15.6,1366x768,Intel i7,12,Windows 10,2.3,No,1000,0,0,0,62750
Notebook,17.3,1920x1080,Intel i7,8,Linux,2.8,No,1000,128,0,0,96712
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.2,No,1000,0,0,0,65560
Notebook,17.3,1600x900,Intel i3,4,Windows 10,2.8,No,1000,0,0,0,43032
Notebook,17.3,1920x1080,Intel i7,8,No OS,2.8,No,2000,0,0,0,74712
Notebook,17.3,1600x900,Intel i7,6,Windows 10,2.8,No,1000,128,0,0,75592
Notebook,15.6,1920x1080,Intel i3,4,Linux,2.25,No,1000,0,0,0,37664
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.5,No,0,256,0,0,72952
Notebook,15.6,1920x1080,Intel i5,6,Windows 10,2.2,No,0,256,0,0,50952
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,3.0,No,0,256,0,0,83688
Notebook,15.6,1920x1080,Intel i7,12,Windows 10,2.15,Yes,1000,0,0,0,57992
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,1.95,No,0,256,0,0,96536
Ultrabook,15.6,1920x1080,Intel i5,8,Windows 10,1.7,No,0,256,0,0,85976
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.5,No,1000,256,0,0,103752
Notebook,15.6,1920x1080,Intel i7,8,No OS,2.2,No,1000,0,0,0,57993
Notebook,15.6,1366x768,Intel Celeron,2,Chrome OS,2.19,No,0,16,0,0,17512
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,3.0,No,1000,0,0,0,104456
Notebook,17.3,1600x900,Intel i3,8,Windows 10,2.54,No,1000,0,0,0,43032
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.0,No,0,256,0,0,160952
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.05,No,0,256,0,0,65032
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,3.2,No,1000,0,0,0,114312
Notebook,15.6,1920x1080,Intel i7,8,Linux,2.5,No,0,256,0,0,86152
Workstation,17.3,1920x1080,Intel i7,16,Windows 10,3.42,No,0,256,0,0,253868
Notebook,15.6,1920x1080,AMD A10,6,Windows 10,2.4,No,1000,0,0,0,43912
Ultrabook,15.6,1920x1080,Intel i7,16,Windows 10,1.63,No,0,512,0,0,129184
Notebook,14.0,1366x768,Intel i3,4,Windows 10,1.3,No,0,128,0,0,44792
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.9,No,1000,256,0,0,186736
Notebook,17.3,1600x900,Intel i5,6,Windows 10,2.8,No,1000,0,0,0,57112
Notebook,15.6,1366x768,Intel i5,8,No OS,2.2,No,2000,0,0,0,48312
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.5,No,1000,128,0,0,111320
Notebook,15.6,1366x768,Intel Pentium,4,No OS,2.2,No,1000,0,0,0,31679
2 in 1 Convertible,13.3,1920x1080,Intel i7,16,Windows 10,1.28,Yes,0,256,0,0,173800
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.2,No,0,256,0,0,91784
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.3,No,1000,128,0,0,72072
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,1.86,No,1000,0,0,0,41272
Notebook,13.3,1920x1080,Intel i5,8,Windows 10,1.1,No,0,256,0,0,87912
Ultrabook,13.3,3840x2160,Intel i7,16,Windows 10,1.21,Yes,0,1000,0,0,219912
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.8,No,1000,256,0,0,184712
Notebook,15.6,1920x1080,AMD A8,8,Windows 10,2.23,No,0,256,0,0,41272
2 in 1 Convertible,11.6,1366x768,Intel Celeron,2,Windows 10,1.1,Yes,0,0,0,32,24200
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.33,No,1000,128,0,0,74272
2 in 1 Convertible,13.3,3840x2160,Intel i7,16,Windows 10,1.29,Yes,0,1000,0,0,215512
Notebook,13.3,1366x768,Intel Celeron,4,Chrome OS,1.45,No,0,0,0,16,40471
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.95,No,0,256,0,0,86240
Notebook,11.6,1366x768,Intel Pentium,4,Windows 10,1.4,No,0,0,0,128,42680
Notebook,14.0,1920x1080,Intel i7,8,Windows 10,1.48,No,0,256,0,0,113696
Notebook,17.3,1600x900,Intel i5,4,Windows 10,2.79,No,1000,0,0,0,51832
Notebook,14.0,1920x1080,Intel i7,8,Windows 10,2.0,No,0,256,0,0,96272
Notebook,15.6,1366x768,Intel i7,8,Windows 10,2.1,No,1000,0,0,0,79376
Notebook,15.6,1366x768,AMD A12,8,Windows 10,2.2,No,0,256,0,0,57992
Notebook,14.0,1366x768,Intel Celeron,4,Windows 10,1.44,No,0,0,0,32,25696
Notebook,15.6,1366x768,Intel i5,6,Windows 10,2.23,No,1000,0,0,0,48312
Ultrabook,15.6,1920x1080,Intel i7,8,Windows 10,1.7,No,0,256,0,0,92391
Ultrabook,12.5,1920x1080,Intel i7,8,Windows 10,1.26,No,0,256,0,0,117480
Notebook,15.6,3840x2160,Intel i7,32,Windows 10,2.06,Yes,0,1000,0,0,232232
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,2.7,No,1000,256,0,0,105512
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.0,No,0,256,0,0,82984
Notebook,14.0,1920x1080,Intel i7,8,Windows 10,2.0,No,1000,256,0,0,117392
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,1.85,No,1000,0,0,0,39512
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.5,No,0,256,0,0,87912
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.48,No,0,256,0,0,111584
Ultrabook,15.6,1920x1080,Intel i5,8,Windows 10,1.9,No,1000,128,0,0,92312
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.84,No,0,256,0,0,100672
Notebook,15.6,1366x768,Intel Celeron,4,Linux,2.0,No,1000,0,0,0,24199
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.0,No,0,256,0,0,100562
Notebook,15.6,1366x768,Intel Celeron,4,Linux,2.2,No,500,0,0,0,24191
Notebook,15.6,1920x1080,AMD A12,12,Windows 10,2.2,No,2000,0,0,0,79112
Notebook,15.6,1920x1080,Intel i3,8,Windows 10,2.1,No,1000,0,0,0,63008
2 in 1 Convertible,13.9,3840x2160,Intel i7,16,Windows 10,1.4,Yes,0,512,0,0,184712
Ultrabook,13.3,1920x1080,Intel i7,8,Windows 10,1.2,No,0,256,0,0,138952
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.4,No,2000,256,0,0,99352
Notebook,14.0,1366x768,Intel Celeron,2,Windows 10,1.44,No,0,0,0,32,24552
Ultrabook,15.6,1920x1080,Intel i7,16,Windows 10,1.88,No,0,768,0,0,141500
2 in 1 Convertible,11.6,1366x768,Intel Celeron,4,Windows 10,1.5,Yes,0,0,0,32,33000
Ultrabook,15.6,1920x1080,Intel i5,8,Windows 10,1.9,No,1000,0,0,0,58344
Notebook,15.6,3840x2160,Intel i7,16,Windows 10,2.06,Yes,0,512,0,0,178413
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,1.84,No,0,256,0,0,114752
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,2.7,No,1000,128,0,0,123992
Workstation,15.6,1920x1080,Intel i7,8,Windows 10,2.6,No,0,256,0,0,152968
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.4,No,0,512,0,0,123464
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.02,No,2000,128,0,0,85439
Notebook,15.6,1366x768,Intel Celeron,4,No OS,2.2,No,1000,0,0,0,28335
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.65,No,1000,0,0,0,87912
Notebook,15.6,1366x768,Intel i5,8,Windows 10,2.36,Yes,2000,0,0,0,49049
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.36,No,0,256,0,0,125576
Notebook,15.6,1366x768,Intel i3,4,Windows 10,1.86,No,500,0,0,0,38632
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,2.0,No,0,256,0,0,83160
Notebook,17.3,1600x900,Intel i5,6,Windows 10,2.8,No,1000,128,0,0,63272
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.86,No,1000,0,0,0,56232
Notebook,15.6,1366x768,Intel i3,8,No OS,2.2,No,0,256,0,0,43912
Notebook,15.6,1366x768,Intel Pentium,8,Windows 10,2.04,No,2000,0,0,0,34232
Notebook,17.3,1920x1080,Intel i5,8,Windows 10,2.8,No,1000,128,0,0,95480
Gaming,15.6,1920x1080,Intel i5,8,No OS,2.4,No,1000,128,0,0,71192
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.33,No,0,256,0,0,79112
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.36,No,0,256,0,0,154000
2 in 1 Convertible,15.6,1920x1080,Intel i7,12,Windows 10,2.26,Yes,2000,512,0,0,96712
Notebook,15.6,1366x768,AMD A9,4,Windows 10,2.1,No,0,128,0,0,37488
Gaming,17.3,1920x1080,AMD Ryzen,16,Windows 10,3.25,No,1000,256,0,0,193512
Notebook,17.3,1600x900,AMD A8,4,Windows 10,2.6,No,0,128,0,0,43032
2 in 1 Convertible,13.3,1920x1080,Intel i7,8,Windows 10,1.62,Yes,0,256,0,0,76473
Notebook,15.6,1920x1080,AMD A9,4,Windows 10,1.91,No,0,256,0,0,43031
Netbook,11.6,1366x768,Intel Celeron,4,Windows 10,1.59,No,0,128,0,0,48664
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,1.8,No,500,0,0,0,27192
Notebook,14.0,1366x768,Intel Celeron,4,Windows 10,1.5,No,0,0,0,32,25168
Notebook,15.6,1920x1080,Intel i7,8,Linux,2.4,No,1000,0,0,0,74448
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,3.35,No,1000,128,0,0,104808
Notebook,15.6,1920x1080,Intel i3,4,No OS,1.85,No,0,128,0,0,35508
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.3,No,1000,128,0,0,145640
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.5,No,0,256,0,0,96712
Ultrabook,13.3,1920x1080,Intel i7,16,Windows 10,1.1,Yes,0,512,0,0,153903
Ultrabook,14.0,2560x1440,Intel i7,8,Windows 10,1.13,No,0,512,0,0,200816
Notebook,13.3,1920x1080,Intel i3,4,Windows 10,1.5,No,0,128,0,0,48312
Workstation,15.6,1920x1080,Intel i5,8,Windows 10,2.23,No,500,0,0,0,120472
Workstation,15.6,1920x1080,Intel i7,8,Windows 10,2.0,No,0,256,0,0,187880
2 in 1 Convertible,14.0,2560x1440,Intel i7,16,Windows 10,1.42,Yes,0,512,0,0,220792
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,3.0,No,1000,0,0,0,91432
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,3.0,No,1000,256,0,0,140008
Notebook,15.6,1366x768,Intel i5,12,Windows 10,2.2,No,1000,0,0,0,61071
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,2.7,No,0,256,0,0,118712
Notebook,15.6,1920x1080,Intel i7,8,Linux,2.33,No,0,256,0,0,68541
Ultrabook,15.6,1920x1080,AMD A9,4,Windows 10,1.91,No,0,256,0,0,43912
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.1,No,0,256,0,0,108201
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.9,No,0,256,0,0,82544
Workstation,15.6,3840x2160,Intel i7,8,Windows 10,1.78,Yes,0,256,0,0,238656
Ultrabook,14.0,2560x1440,Intel i7,16,Windows 10,1.13,No,0,1000,0,0,231000
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,2.2,No,1000,0,0,0,26928
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.9,No,1000,256,0,0,134552
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.1,No,1000,256,0,0,100716
Notebook,15.6,1920x1080,Intel i7,8,Linux,2.5,No,0,256,0,0,77352
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.8,No,1000,256,0,0,197912
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.1,No,0,512,0,0,164824
Ultrabook,13.3,1920x1080,Intel i7,16,Windows 10,1.2,No,0,512,0,0,153736
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.36,No,0,512,0,0,147840
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,2.2,No,500,0,0,0,35992
Notebook,11.6,1366x768,Intel Celeron,2,Windows 10,1.15,No,0,0,0,32,26792
Workstation,15.6,1920x1080,Intel i7,8,Windows 10,2.67,No,0,512,0,0,169400
Ultrabook,14.0,2560x1440,Intel i7,8,Windows 10,1.7,No,0,512,0,0,170984
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,2.1,No,1000,0,0,0,41272
2 in 1 Convertible,13.3,1920x1080,Intel i7,8,Windows 10,1.6,Yes,0,256,0,0,69433
2 in 1 Convertible,13.3,1920x1080,Intel i5,8,Windows 10,1.27,Yes,0,256,0,0,81664
Notebook,15.6,1920x1080,Intel i5,4,Linux,2.3,No,0,256,0,0,52703
Notebook,13.3,1366x768,Intel i3,4,Windows 10,1.65,No,0,128,0,0,60632
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.43,No,0,256,0,0,132000
Notebook,15.6,1366x768,Intel i5,8,Windows 10,2.14,No,1000,0,0,0,47516
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.75,No,0,256,0,0,106953
2 in 1 Convertible,15.6,3840x2160,Intel i7,16,Windows 10,2.0,Yes,0,512,0,0,167112
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.31,No,0,256,0,0,125576
Notebook,15.6,1920x1080,Intel i3,8,Linux,2.3,No,1000,0,0,0,52536
Gaming,17.3,2560x1440,Intel i7,16,Windows 10,4.42,No,1000,256,0,0,246312
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.62,No,1000,128,0,0,101992
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.02,No,2000,256,0,0,100531
Ultrabook,14.0,1920x1080,Intel i7,8,Linux,1.6,No,0,256,0,0,96712
Gaming,17.3,1920x1080,Intel i7,12,Windows 10,3.35,No,1000,256,0,0,175912
2 in 1 Convertible,11.6,1920x1080,Intel Celeron,4,Windows 10,1.16,Yes,0,32,0,0,26312
Netbook,11.6,1366x768,Intel Celeron,4,Chrome OS,1.15,No,0,0,0,16,23672
Notebook,13.3,1920x1080,Intel i7,8,Windows 10,1.4,No,0,256,0,0,88880
Notebook,14.0,1920x1080,Intel i3,4,Windows 10,1.7,No,0,128,0,0,52712
Workstation,15.6,3840x2160,Intel i7,16,Windows 10,2.3,No,0,512,0,0,215160
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.5,No,0,512,0,0,215512
Gaming,17.3,1920x1080,AMD Ryzen,8,Windows 10,3.2,No,1000,256,0,0,149160
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,2.1,No,500,0,0,0,30536
Ultrabook,12.3,2400x1600,Intel i7,16,Chrome OS,1.1,Yes,0,512,0,0,193512
Ultrabook,14.0,2560x1440,Intel i7,24,Windows 10,1.32,No,0,512,0,0,209616
Notebook,15.6,1920x1080,Intel i5,4,Linux,2.0,No,0,256,0,0,49192
Notebook,17.3,1600x900,AMD A6,8,Windows 10,2.8,No,1000,0,0,0,45672
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.2,No,0,256,0,0,65912
Ultrabook,12.5,1920x1080,Intel i5,8,Windows 10,1.36,No,0,256,0,0,125752
Notebook,15.6,1920x1080,Intel Pentium,4,Windows 10,2.2,No,0,128,0,0,30712
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.2,No,1000,128,0,0,96712
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.64,No,0,256,0,0,103752
Notebook,15.6,1366x768,Intel i5,4,Linux,2.4,No,500,0,0,0,38878
Workstation,15.6,1920x1080,Intel Xeon,8,Windows 10,2.23,No,1000,0,0,64,175384
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.2,No,0,256,0,0,90441
Ultrabook,13.5,2256x1504,Intel i7,16,Windows 10 S,1.25,Yes,0,512,0,0,227832
Notebook,15.6,1366x768,Intel i5,8,Windows 10,1.91,No,0,128,0,0,51832
Workstation,15.6,1920x1080,Intel i7,16,Windows 10,2.17,No,0,256,0,0,173800
Workstation,15.6,1920x1080,Intel i7,8,Windows 10,2.31,No,0,512,0,0,134992
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.65,No,0,256,0,0,118360
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.36,No,1000,128,0,0,86152
2 in 1 Convertible,11.6,1366x768,Intel Pentium,4,Windows 10,1.47,Yes,500,0,0,0,42152
Notebook,17.3,1920x1080,Intel i7,8,Windows 10,4.42,No,1000,0,0,0,180048
Ultrabook,13.5,2256x1504,Intel M ,4,Windows 10 S,1.25,Yes,0,128,0,0,87032
Ultrabook,13.5,2256x1504,Intel i7,8,Windows 10 S,1.25,Yes,0,256,0,0,158312
Notebook,17.3,1600x900,Intel i3,8,Windows 10,2.5,No,0,256,0,0,56311
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,2.23,No,1000,0,0,0,47872
Netbook,11.6,1366x768,Intel Celeron,4,Windows 10,1.4,No,0,128,0,0,38280
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.37,No,1000,0,0,0,65912
Notebook,14.0,1920x1080,Intel i7,8,No OS,1.5,No,0,512,0,0,70312
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.67,No,0,256,0,0,183920
Notebook,15.6,1366x768,Intel Pentium,4,Windows 10,2.0,No,500,0,0,0,26752
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.2,No,500,0,0,0,41272
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.02,No,2000,0,0,0,66792
Gaming,17.3,1920x1080,Intel i7,12,Windows 10,3.78,No,1000,0,0,0,149512
Ultrabook,14.0,2560x1440,Intel i7,12,Windows 10,1.4,No,0,256,0,0,163504
2 in 1 Convertible,13.3,3840x2160,Intel i7,8,Windows 10,1.29,Yes,0,512,0,0,175912
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.9,No,500,0,0,0,101552
Ultrabook,12.3,2400x1600,Intel i5,8,Chrome OS,1.1,Yes,0,128,0,0,112200
Ultrabook,13.3,1920x1080,Intel i5,8,Windows 10,1.42,Yes,0,256,0,0,162083
Notebook,15.6,3840x2160,Intel i7,12,Windows 10,2.06,No,1000,128,0,0,114312
Notebook,14.0,1366x768,Intel i3,8,Windows 10,1.79,No,0,128,0,0,65120
Workstation,15.6,1920x1080,Intel i7,8,Windows 10,1.78,No,0,256,0,0,211904
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.7,No,0,180,0,0,120032
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.2,No,1000,0,0,0,59400
Notebook,13.3,1920x1080,Intel i5,8,Windows 10,1.05,No,0,256,0,0,147136
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.16,No,0,512,0,0,111056
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.18,No,1000,0,0,0,51621
Notebook,13.3,1920x1080,Intel i5,4,Windows 10,1.49,No,0,128,0,0,63888
Notebook,15.6,1920x1080,Intel Atom,4,Windows 10,1.89,No,0,0,0,64,21903
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.3,No,0,128,0,0,49720
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.75,No,0,256,0,0,92312
Workstation,15.6,1920x1080,Intel i7,16,Windows 10,2.17,No,0,512,0,0,205744
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.06,No,0,512,0,0,167112
Ultrabook,12.5,1920x1080,Intel i7,16,Windows 10,1.36,No,0,512,0,0,158224
Ultrabook,12.5,1920x1080,Intel i7,16,Windows 10,0.91,No,0,512,0,0,171600
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.3,No,0,256,0,0,89055
Ultrabook,13.3,1920x1080,Intel i7,32,Windows 10,1.05,Yes,0,512,0,0,246312
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,1.99,No,1000,128,0,0,118800
Notebook,15.6,1366x768,AMD A10,8,Windows 10,2.2,No,1000,0,0,0,50952
Gaming,17.3,1920x1080,Intel i7,24,Windows 10,4.33,Yes,1000,256,0,0,111672
Ultrabook,12.5,1366x768,Intel i5,8,Windows 10,1.3,No,0,180,0,0,96712
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.17,No,0,256,0,0,79103
Notebook,14.0,1920x1080,Intel i7,8,Windows 10,1.48,No,0,1000,0,0,153912
Notebook,13.3,1920x1080,Intel i3,8,Windows 10,1.4,No,0,256,0,0,83512
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.3,No,0,256,0,0,80168
Netbook,11.6,1366x768,Intel Celeron,4,Windows 10 S,1.2,No,0,0,0,64,29920
Notebook,15.6,1366x768,Intel i5,8,Windows 10,1.91,No,0,256,0,0,54471
2 in 1 Convertible,13.9,1920x1080,Intel i5,8,Windows 10,1.4,Yes,0,256,0,0,140712
Notebook,14.0,1366x768,Intel Celeron,4,Windows 10,2.1,No,500,0,0,0,26312
Netbook,11.6,1366x768,Intel Celeron,4,Chrome OS,1.25,No,0,16,0,0,23320
Notebook,13.3,1920x1080,Intel i5,8,Windows 10,1.44,No,0,256,0,0,83512
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.0,No,1000,256,0,0,107712
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.2,No,1000,0,0,0,53944
Ultrabook,13.3,1920x1080,Intel i7,8,Windows 10,1.34,No,0,512,0,0,116424
Gaming,15.6,1920x1080,Intel i7,8,No OS,2.4,No,1000,256,0,0,101112
Ultrabook,13.3,1920x1080,Intel i5,8,Windows 10,1.29,Yes,0,128,0,0,79112
Notebook,15.6,1920x1080,Intel i7,4,Windows 10,2.2,No,500,0,0,0,56232
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.18,No,1000,0,0,0,73568
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.2,No,2000,256,0,0,107293
Notebook,15.6,1920x1080,Intel i7,16,No OS,1.95,No,0,256,0,0,123196
Netbook,11.6,1366x768,Intel Celeron,2,Windows 10,1.1,No,0,0,0,32,21560
Notebook,15.6,1366x768,Intel i5,4,Windows 10,2.04,Yes,1000,0,0,0,45889
Gaming,15.6,1920x1080,Intel i7,24,Windows 10,2.24,No,0,512,0,0,261184
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.04,No,0,256,0,0,78232
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,3.0,No,1000,256,0,0,132352
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,3.2,No,1000,256,0,0,123112
Ultrabook,13.3,1920x1080,Intel i7,8,Windows 10,1.32,No,0,256,0,0,123112
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.64,No,0,256,0,0,112616
