TypeName,Inches,ScreenResolution,Cpu,Ram,OpSys,Weight,price_inr,TouchScreen,HDD,SSD,SSHD,FStorage
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.4,125400,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.3,92365,No,0,256,0,0
Notebook,14.0,1920x1080,Intel i5,4,Windows 10,1.54,88000,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.84,185094,No,500,256,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 7,1.43,129272,No,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,3.78,136016,No,1000,256,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.6,201519,No,1000,128,0,0
Netbook,11.6,1366x768,Intel Celeron,4,Chrome OS,1.2,25335,No,0,0,0,16
Notebook,14.0,2560x1440,Intel i7,16,Windows 7,1.1,230560,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,1.91,86152,No,1000,0,0,0
2 in 1 Convertible,15.6,1920x1080,Intel i5,8,Windows 10,2.3,96272,Yes,0,256,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 10,2.04,86152,No,0,256,0,0
Ultrabook,13.3,3200x1800,Intel i7,16,Windows 10,1.2,198352,Yes,0,1000,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.31,62053,No,500,0,0,0
Notebook,15.6,1366x768,Intel i5,4,No OS,1.96,43912,No,500,0,0,0
Notebook,15.6,1366x768,AMD A8,8,Windows 10,2.4,39512,No,1000,0,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i7,12,Windows 10,1.6,114312,Yes,0,256,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.94,160072,No,1000,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.04,94160,No,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,16,No OS,4,87824,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.25,49192,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.32,87119,No,2000,0,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,1.8,169752,No,1000,256,0,0
Ultrabook,13.3,1920x1080,Intel i7,8,Windows 10,1.29,128304,No,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,64,Windows 10,3.58,349800,No,0,1000,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i7,8,Windows 10,1.62,70225,Yes,0,256,0,0
Gaming,15.6,3840x2160,Intel i7,16,Windows 10,3.21,116952,No,1000,256,0,0
Ultrabook,12.0,2304x1440,Intel M ,8,Mac OS X,0.92,114400,No,0,0,0,256
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.06,42414,No,500,0,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 10,2.31,105512,No,500,0,0,0
Ultrabook,12.5,1920x1080,Intel i5,8,Windows 7,1.26,105512,No,0,256,0,0
Notebook,13.3,1920x1080,Intel i7,8,Windows 10,1.49,95920,No,0,256,0,0
Ultrabook,12.5,1920x1080,Intel i7,8,Windows 10,1.3,150787,Yes,0,256,0,0
Notebook,17.3,1600x900,Intel i5,8,Windows 10,3.0,57992,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.3,85976,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,3.78,219912,No,1000,256,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 10,2.1,47520,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i5,4,Windows 7,2.31,82720,No,500,0,0,0
Ultrabook,12.5,2560x1440,Intel M ,8,Windows 10,0.99,123112,Yes,0,512,0,0
Gaming,17.3,1920x1080,Intel i7,32,Windows 10,4.6,285120,No,0,512,1000,0
2 in 1 Convertible,10.1,1920x1200,Intel Atom,4,Windows 10,0.69,56872,Yes,0,0,0,64
Ultrabook,13.3,3840x2160,Intel i7,16,Windows 10,1.3,180312,No,0,512,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.18,66000,No,0,256,0,0
Notebook,14.0,1920x1080,Intel i5,4,Windows 7,1.54,90727,No,500,0,0,0
Workstation,15.6,1920x1080,Intel i7,8,Windows 7,1.9,131560,No,0,256,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 7,1.7,105512,No,0,180,0,0
Notebook,13.3,3200x1800,Intel Pentium,4,Chrome OS,1.29,54120,No,0,0,0,32
Notebook,15.6,1366x768,AMD A8,4,Windows 10,2.4,34056,No,500,0,0,0
Notebook,15.6,1366x768,Intel Pentium,4,Linux,2.2,34627,No,500,0,0,0
Notebook,15.6,1366x768,Intel i3,4,No OS,1.86,30447,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,2.7,140712,No,1000,256,0,0
Ultrabook,13.3,1920x1080,Intel i5,4,Windows 10,1.4,72015,No,0,256,0,0
Netbook,12.5,1366x768,Intel i5,4,Windows 7,2.4,140712,No,0,128,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.4,70312,No,1000,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.36,56214,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,2.6,140712,No,0,256,0,0
Notebook,15.6,1366x768,Intel Pentium,4,Windows 10,1.96,44000,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.3,202312,No,1000,128,0,0
Ultrabook,12.5,1366x768,Intel i3,4,Windows 7,1.5,99893,No,500,0,0,0
Ultrabook,12.5,1366x768,Intel i3,4,Windows 7,1.5,102693,No,0,128,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Chrome OS,2.20,18392,No,0,16,0,0
Workstation,17.3,1920x1080,Intel i7,8,Windows 7,3.0,255112,No,1000,0,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.4,105512,No,0,512,0,0
Ultrabook,12.5,1366x768,Intel i5,8,Windows 7,1.5,124353,No,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,2.9,132985,No,1000,128,0,0
2 in 1 Convertible,15.6,1920x1080,Intel i5,4,Windows 10,2.1,76296,Yes,0,256,0,0
Notebook,15.6,1920x1080,AMD A6,4,Windows 10,2.1,35024,No,1000,0,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.59,117832,No,1000,128,0,0
Notebook,13.3,3200x1800,Intel M ,8,Windows 10,1.16,149512,Yes,0,256,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 7,2.24,67685,No,500,0,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.1,37752,No,0,128,0,0
Ultrabook,13.3,1920x1080,Intel i7,8,Windows 10,1.16,173272,No,0,512,0,0
2 in 1 Convertible,10.1,1920x1200,Intel Atom,4,Android,0.69,48312,Yes,0,0,0,64
Ultrabook,13.3,1920x1080,Intel i7,8,Windows 10,1.23,121352,No,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.6,241999,No,0,256,1000,0
Ultrabook,12.5,3840x2160,Intel i7,8,Windows 10,1.25,90552,Yes,0,256,0,0
Ultrabook,13.3,1920x1080,Intel i7,16,Windows 10,1.05,195888,No,0,512,0,0
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,3.52,115499,No,1000,128,0,0
Notebook,13.3,1920x1080,Intel Atom,4,Windows 10,1.35,17248,No,0,0,0,32
Notebook,13.3,1920x1080,Intel i5,8,Windows 10,1.16,148720,No,0,256,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 7,1.43,133144,No,0,256,0,0
Notebook,15.6,1366x768,Intel i5,4,Linux,2.09,46079,No,500,0,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2,38280,No,1000,0,0,0
2 in 1 Convertible,14.0,1920x1080,Intel i7,8,Windows 10,1.8,146872,Yes,0,256,0,0
2 in 1 Convertible,10.1,1920x1200,Intel Atom,4,Windows 10,0.69,42152,Yes,0,0,0,64
Ultrabook,12.5,1366x768,Intel i5,8,Windows 7,1.26,166760,No,0,256,0,0
Gaming,15.6,1920x1080,Intel i5,8,No OS,2.4,87032,No,1000,128,0,0
Gaming,17.3,1920x1080,Intel i5,8,Windows 10,3.35,99352,No,1000,128,0,0
Notebook,15.6,1366x768,Intel i7,8,Windows 10,2.04,55352,No,2000,0,0,0
2 in 1 Convertible,14.0,1920x1080,Intel i7,8,Windows 7,1.8,180433,Yes,0,512,0,0
Notebook,14.0,1366x768,Intel Celeron,4,Windows 10,1.5,24464,No,0,0,0,32
Ultrabook,15.6,1920x1080,Intel i7,8,Windows 10,1.84,66176,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.23,54208,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.5,96712,No,0,0,1000,0
Workstation,17.3,1920x1080,Intel i7,8,Windows 7,3,347547,No,0,256,0,0
Notebook,15.6,1366x768,Intel i5,8,Windows 10,2.5,68992,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,3.78,211112,No,1000,256,0,0
Ultrabook,15.6,1920x1080,Intel i7,8,Windows 7,1.88,191111,No,0,256,0,0
2 in 1 Convertible,14.0,2560x1440,Intel i7,16,Windows 10,2.8,214720,Yes,0,512,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.4,100566,No,1000,128,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i5,8,Windows 10,1.48,143352,Yes,0,256,0,0
Workstation,15.6,1920x1080,Intel i7,8,Windows 7,2.59,196152,No,0,256,0,0
2 in 1 Convertible,13.3,2560x1440,Intel i7,8,Windows 10,1.48,158312,Yes,0,256,0,0
Workstation,15.6,1920x1080,Intel i7,8,Windows 7,2.0,167112,No,0,256,0,0
Ultrabook,12.5,1920x1080,Intel i7,8,Windows 7,1.26,202132,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.18,88871,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 7,1.88,138952,No,0,256,0,0
2 in 1 Convertible,14.0,2560x1440,Intel i7,8,Windows 10,1.27,205832,Yes,0,256,0,0
Notebook,15.6,1366x768,Intel i3,4,No OS,1.9,29832,No,1000,0,0,0
Notebook,15.6,1366x768,AMD E,4,Windows 10,1.86,26136,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i5,8,No OS,2.32,52712,No,1000,0,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.62,105512,No,1000,0,0,0
Notebook,15.6,3840x2160,Intel i5,8,Windows 10,2.04,198060,Yes,0,256,0,0
Notebook,15.6,1920x1080,AMD A6,4,Windows 10,1.91,42142,No,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.7,131366,No,1000,256,0,0
Ultrabook,14.0,1920x1080,Intel i7,12,Windows 7,1.4,202312,No,0,512,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.5,69387,No,0,0,1000,0
2 in 1 Convertible,13.3,2560x1440,Intel i7,8,Windows 10,1.48,179608,Yes,0,512,0,0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 7,1.7,131912,No,0,256,0,0
Gaming,14.0,1920x1080,Intel i7,16,Windows 10,1.7,155672,No,1000,256,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.62,79112,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i3,8,Windows 10,2.2,40392,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i5,4,No OS,2.1,41975,No,500,0,0,0
Gaming,15.6,3840x2160,Intel i7,8,Windows 10,2.62,131824,No,1000,128,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.95,122320,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,2.2,41184,No,1000,0,0,0
Notebook,14.0,1366x768,Intel Celeron,2,Windows 10,1.44,21912,No,0,0,0,32
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.2,73832,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,1.96,59752,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.1,101992,No,0,512,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,2.2,32472,No,500,0,0,0
Notebook,15.6,1366x768,Intel i5,4,No OS,2.1,35024,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,No OS,2.2,62392,No,1000,0,0,0
Notebook,14.0,1920x1080,Intel i3,4,Windows 10,2,67672,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,4,Windows 7,2.32,72600,No,0,0,1000,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,3.31,114840,No,0,512,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,1.91,189497,No,1000,128,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.07,57200,No,500,0,0,0
2 in 1 Convertible,14.0,2560x1440,Intel i5,8,Windows 10,1.36,144056,Yes,0,256,0,0
Ultrabook,15.6,1920x1080,Intel i7,6,Windows 10,1.54,73128,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Linux,1.98,78761,No,0,256,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,2.1,29304,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i7,6,Windows 10,2.18,70312,No,1000,0,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.59,79992,No,1000,256,0,0
2 in 1 Convertible,15.6,1920x1080,Intel i7,16,Windows 10,2.09,103752,Yes,0,512,0,0
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.23,60808,No,0,256,0,0
Ultrabook,13.3,3200x1800,Intel i5,8,Linux,1.23,96712,Yes,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.2,228712,No,1000,256,0,0
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.4,72072,No,1000,0,0,0
2 in 1 Convertible,12.3,2400x1600,Samsung,4,Chrome OS,1.15,57992,Yes,0,0,0,32
Notebook,15.6,1366x768,Intel i5,4,Windows 10,1.86,42680,No,500,0,0,0
Ultrabook,12.0,2304x1440,Intel M ,8,Mac OS X,0.92,102344,No,0,0,0,256
2 in 1 Convertible,13.3,1920x1080,Intel i5,8,Windows 10,1.6,105512,Yes,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,12,Windows 10,2.21,116776,No,1000,128,0,0
Notebook,15.6,1366x768,Intel i3,4,No OS,1.9,32384,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.3,189200,No,1000,512,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Linux,2.1,23936,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.43,180303,No,1000,256,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.3,43912,No,0,128,0,0
Notebook,15.6,1366x768,Intel i7,8,No OS,2.2,55352,No,500,0,0,0
2 in 1 Convertible,15.6,1920x1080,Intel i7,16,Windows 10,2,113080,Yes,0,512,0,0
Ultrabook,13.3,3200x1800,Intel i7,16,Windows 10,1.2,235840,Yes,0,512,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.2,102872,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.36,78232,No,0,256,0,0
Notebook,15.6,1366x768,Intel i5,8,Windows 10,1.91,50952,No,0,256,0,0
Notebook,15.6,1366x768,AMD E,4,Windows 10,2.2,26312,No,500,0,0,0
Notebook,17.3,1600x900,Intel i3,8,Windows 10,3.3,55352,No,1000,0,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.2,215512,No,1000,256,0,0
Ultrabook,12.0,2304x1440,Intel M ,8,Mac OS X,0.92,112552,No,0,0,0,512
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.2,153912,No,1000,128,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.43,171511,No,1000,256,0,0
2 in 1 Convertible,15.6,1920x1080,Intel i5,8,Windows 10,2.19,87912,Yes,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.9,171512,No,1000,256,0,0
Netbook,11.6,1366x768,Intel Celeron,2,Chrome OS,1.3,15312,No,0,32,0,0
Notebook,17.3,1600x900,Intel i3,4,Windows 10,3.3,52624,No,1000,0,0,0
Notebook,17.3,1600x900,Intel i5,8,No OS,2.8,47432,No,1000,0,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.6,111936,No,1000,128,0,0
2 in 1 Convertible,14.0,1920x1080,Intel i7,8,Windows 10,1.2,101112,Yes,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.3,134552,No,0,256,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.2,129898,No,1000,128,0,0
Notebook,15.6,1920x1080,AMD A12,6,Windows 10,2.1,46552,No,1000,0,0,0
Ultrabook,12.5,1920x1080,Intel i5,8,Windows 7,1.26,150777,Yes,0,256,0,0
2 in 1 Convertible,15.0,1920x1080,Intel i3,4,Windows 10,2.08,44792,Yes,500,0,0,0
Notebook,15.6,1366x768,Intel Pentium,4,Windows 10,2.65,27192,No,1000,0,0,0
Ultrabook,13.3,3200x1800,Intel i7,8,Windows 10,1.29,129976,Yes,0,256,0,0
Notebook,15.6,1366x768,Intel i5,4,Linux,2.18,45924,No,1000,0,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.6,90552,Yes,1000,128,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.2,101112,No,1000,128,0,0
Netbook,12.5,1920x1080,Intel i7,16,Windows 10,1.3,145200,Yes,0,512,0,0
Gaming,14.0,1920x1080,Intel i7,16,Windows 10,1.95,307912,No,0,1000,0,0
Notebook,15.6,1366x768,Intel i3,8,Windows 10,2.3,41273,Yes,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.7,140624,No,1000,256,0,0
Ultrabook,11.6,1366x768,Intel i5,4,Mac OS X,1.08,84392,No,0,0,0,256
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,2.1,42064,No,1000,0,0,0
Ultrabook,14.0,2560x1440,Intel i7,8,Windows 7,1.54,193441,No,0,256,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 7,2.24,64856,No,500,0,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.3,102872,No,1000,128,0,0
Notebook,13.3,1920x1080,Intel i7,16,Windows 10,1.4,131912,No,0,512,0,0
Notebook,15.6,1920x1080,AMD A12,6,Windows 10,2.2,52586,No,0,256,0,0
Ultrabook,13.3,1920x1080,Intel i7,8,Windows 10,1.45,112640,No,0,256,0,0
Notebook,15.6,1366x768,Intel i3,4,Linux,2.4,31838,No,500,0,0,0
2 in 1 Convertible,17.3,1920x1080,Intel i7,16,Windows 10,2.77,158312,Yes,0,512,0,0
Notebook,14.0,1920x1080,Intel i5,4,Windows 7,1.54,96799,No,0,256,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.5,140800,No,1000,256,0,0
Notebook,14.0,1366x768,Intel i5,4,Windows 10,1.6,77000,No,500,0,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.34,204600,No,1000,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,No OS,2.3,50424,No,0,256,0,0
2 in 1 Convertible,13.3,3200x1800,Intel i5,8,Windows 10,1.24,159544,Yes,0,256,0,0
Notebook,15.6,1366x768,Intel Pentium,4,Linux,2.2,28512,No,500,0,0,0
Notebook,15.6,1366x768,AMD A6,4,Windows 10,1.86,35112,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i3,6,Windows 10,2.4,50072,No,0,128,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.9,94336,No,0,256,0,0
Notebook,15.6,1366x768,Intel Pentium,4,Windows 10,2.2,39071,No,500,0,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,2,29832,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.0,167200,No,1000,128,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.29,43120,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 7,2.32,78760,No,0,0,1000,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.4,108152,No,1000,128,0,0
2 in 1 Convertible,14.0,1920x1080,Intel i5,4,Windows 10,1.8,73305,Yes,0,128,0,0
Ultrabook,13.3,1920x1080,Intel M ,8,Windows 10,1.2,64152,No,0,512,0,0
Notebook,15.6,1366x768,Intel i3,6,Windows 10,2.3,40392,No,1000,0,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Linux,2.4,25432,No,500,0,0,0
Notebook,15.6,1366x768,Intel Celeron,2,Windows 10,2.20,33352,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.6,79112,No,1000,0,0,0
Notebook,15.6,1920x1080,AMD A9,6,Windows 10,2.04,48399,No,0,0,1000,0
Notebook,15.6,1366x768,Intel i7,8,Linux,2.3,70927,No,1000,0,0,0
Netbook,11.6,1366x768,Intel Celeron,2,Windows 10,1.17,18392,No,0,0,0,32
Notebook,15.6,1366x768,Intel i7,4,Windows 10,2.2,63388,No,500,0,0,0
2 in 1 Convertible,14.0,1920x1080,Intel i7,4,Windows 10,1.8,56144,Yes,0,128,0,0
2 in 1 Convertible,13.3,3200x1800,Intel i7,16,Windows 10,1.3,131912,Yes,0,512,0,0
Notebook,14.0,1366x768,Intel Celeron,2,Windows 10,1.5,20152,No,0,0,0,64
Notebook,15.6,1366x768,Intel i7,6,Windows 10,2.19,67232,No,1000,0,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,2.2,32472,No,500,0,0,0
Ultrabook,13.3,1920x1080,Intel M ,8,Windows 10,1.2,64152,No,0,512,0,0
Notebook,15.6,1366x768,Intel i3,6,Windows 10,2.3,40392,No,1000,0,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Linux,2.4,25432,No,500,0,0,0
Notebook,15.6,1366x768,Intel Celeron,2,Windows 10,2.20,33352,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.6,79112,No,1000,0,0,0
Notebook,15.6,1920x1080,AMD A9,6,Windows 10,2.04,48399,No,0,0,1000,0
Notebook,15.6,1366x768,Intel i7,8,Linux,2.3,70927,No,1000,0,0,0
Netbook,11.6,1366x768,Intel Celeron,2,Windows 10,1.17,18392,No,0,0,0,32
Notebook,15.6,1366x768,Intel i7,4,Windows 10,2.2,63388,No,500,0,0,0
2 in 1 Convertible,14.0,1920x1080,Intel i7,4,Windows 10,1.8,56144,Yes,0,128,0,0
2 in 1 Convertible,13.3,3200x1800,Intel i7,16,Windows 10,1.3,131912,Yes,0,512,0,0
Notebook,14.0,1366x768,Intel Celeron,2,Windows 10,1.5,20152,No,0,0,0,64
Notebook,15.6,1366x768,Intel i7,6,Windows 10,2.19,67232,No,1000,0,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,2.2,32472,No,500,0,0,0
Ultrabook,13.3,1920x1080,Intel M ,8,Windows 10,1.2,64152,No,0,512,0,0
Notebook,15.6,1366x768,Intel i3,6,Windows 10,2.3,40392,No,1000,0,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Linux,2.4,25432,No,500,0,0,0
Notebook,15.6,1366x768,Intel Celeron,2,Windows 10,2.20,33352,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.6,79112,No,1000,0,0,0
Notebook,15.6,1920x1080,AMD A9,6,Windows 10,2.04,48399,No,0,0,1000,0
Notebook,15.6,1366x768,Intel i7,8,Linux,2.3,70927,No,1000,0,0,0
Netbook,11.6,1366x768,Intel Celeron,2,Windows 10,1.17,18392,No,0,0,0,32
Notebook,15.6,1366x768,Intel i7,4,Windows 10,2.2,63388,No,500,0,0,0
2 in 1 Convertible,14.0,1920x1080,Intel i7,4,Windows 10,1.8,56144,Yes,0,128,0,0
2 in 1 Convertible,13.3,3200x1800,Intel i7,16,Windows 10,1.3,131912,Yes,0,512,0,0
Notebook,14.0,1366x768,Intel Celeron,2,Windows 10,1.5,20152,No,0,0,0,64
Notebook,15.6,1366x768,Intel i7,6,Windows 10,2.19,67232,No,1000,0,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,2.2,32472,No,500,0,0,0
